"AGEP","COW","JWMNP","LANX","MAR","SEX","WKHP","DIS","PERNP","Hispanic","Stem","Education","Region","CIT2","RAC"
50,4,30,2,1,2,50,2,65000,0,"No",18,"West Central Wisconsin",1,1
25,3,15,2,1,1,52,2,50000,0,"NoDeg",14,"East Central Wisconsin ",1,1
23,4,15,2,5,2,40,2,20000,0,"No",16,"Northwest Wisconsin",1,1
56,1,15,2,3,2,40,2,124000,0,"NoDeg",12,"Southwest and South Central Wisconsin ",1,1
52,1,13,2,1,1,52,2,80000,0,"Yes",18,"Madison and Dane County",1,1
66,1,15,2,1,1,20,2,25000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
42,1,15,2,1,1,45,2,50000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
48,3,20,2,3,2,32,2,27600,0,"No",16,"East Central Wisconsin ",1,1
61,1,45,2,1,1,40,1,75000,0,"Yes",16,"East Central Wisconsin ",1,1
51,1,45,2,1,2,50,2,40000,0,"NoDeg",13,"West Central Wisconsin",1,1
52,1,50,2,1,1,40,2,12000,0,"NoDeg",13,"Madison and Dane County",1,3
59,1,15,2,3,1,40,2,20000,0,"NoDeg",13,"Northwest Wisconsin",1,1
29,1,20,2,5,1,40,2,56000,0,"NoDeg",14,"Waukesha County",1,1
51,1,30,2,5,2,45,1,67000,0,"NoDeg",12,"Madison and Dane County",1,1
58,1,5,2,1,2,38,2,6600,0,"NoDeg",12,"Southeast Wisconsin ",1,1
33,1,40,2,3,2,45,2,58000,0,"No",18,"Southeast Wisconsin ",1,1
42,1,146,2,1,2,30,2,366000,0,"No",18,"East Central Wisconsin ",1,1
31,6,10,2,1,1,70,2,30000,0,"NoDeg",12,"West Central Wisconsin",1,1
68,7,15,1,2,1,42,2,100000,0,"Yes",18,"Waukesha County",2,6
61,1,80,2,3,1,46,2,40000,0,"NoDeg",13,"West Central Wisconsin",1,1
49,1,20,1,1,1,40,2,33000,0,"NoDeg",13,"Waukesha County",2,6
55,3,6,2,1,2,50,2,72000,0,"No",18,"East Central Wisconsin ",1,1
58,1,50,2,1,2,16,2,10000,0,"NoDeg",14,"Northwest Wisconsin",1,1
68,4,30,2,1,1,99,2,11000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
67,5,30,2,1,1,20,2,3800,0,"No",18,"Waukesha County",1,1
59,1,10,2,2,2,40,2,49000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
65,1,28,2,1,1,45,2,96000,0,"No",18,"Milwaukee County",1,1
36,7,15,2,5,1,55,2,48000,0,"Yes",16,"Milwaukee City",1,1
44,6,2,2,5,1,50,2,80000,0,"NoDeg",12,"West Central Wisconsin",1,1
44,1,60,2,1,1,45,2,130000,0,"Yes",16,"West Central Wisconsin",1,1
62,4,5,2,3,2,40,2,47000,0,"No",16,"Southwest and South Central Wisconsin",1,1
63,2,10,2,3,2,60,2,34000,0,"No",16,"West Central Wisconsin",1,1
46,1,30,2,1,1,40,2,110000,0,"No",16,"Waukesha County",3,6
63,1,10,2,1,1,40,2,38000,0,"No",16,"Northwest Wisconsin",1,1
43,1,1,2,1,1,40,2,69000,0,"Yes",16,"East Central Wisconsin ",1,1
53,2,14,2,5,2,28,2,55000,0,"NoDeg",13,"Madison and Dane County",1,1
33,1,25,2,5,2,30,2,35000,0,"No",16,"Milwaukee City",1,1
41,1,30,2,1,1,40,2,60000,0,"NoDeg",12,"Green Bay",1,1
40,1,15,2,5,1,40,2,48700,0,"NoDeg",12,"East Central Wisconsin ",1,1
76,3,60,2,1,1,5,2,1300,0,"No",16,"East Central Wisconsin",1,1
46,1,5,2,3,2,40,2,20000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
62,1,20,2,1,2,38,2,15900,0,"NoDeg",12,"Northeast Wisconsin ",1,1
46,1,50,2,5,1,41,2,40000,0,"NoDeg",14,"West Central Wisconsin",1,1
38,1,30,2,1,1,50,2,55000,0,"Yes",16,"Southwest and South Central Wisconsin ",1,1
55,1,30,2,5,1,60,2,43000,0,"NoDeg",13,"Northwest Wisconsin",1,1
35,3,10,2,5,1,50,2,63000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
55,5,20,2,1,1,40,2,90000,0,"NoDeg",14,"West Central Wisconsin",1,1
65,6,1,2,3,2,99,2,25000,0,"NoDeg",12,"Northwest Wisconsin",1,1
50,1,60,2,1,1,40,2,60000,0,"NoDeg",13,"West Central Wisconsin",1,1
28,1,15,2,1,2,20,2,12000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
61,1,12,2,1,1,40,2,89000,0,"Yes",16,"West Central Wisconsin",1,1
43,1,40,2,5,1,48,2,41000,0,"NoDeg",12,"West Central Wisconsin",1,1
52,6,15,2,4,1,30,1,19000,0,"NoDeg",12,"Northwest Wisconsin",1,1
59,3,20,2,2,2,37,2,40000,0,"NoDeg",12,"Northwest Wisconsin",1,1
31,1,5,2,1,1,42,2,47000,0,"NoDeg",14,"Green Bay",1,1
29,1,20,2,5,1,45,2,42000,0,"Yes",18,"Madison and Dane County",1,1
44,3,10,2,1,2,20,2,17000,0,"NoDeg",13,"Northeast Wisconsin ",1,1
19,1,5,2,5,1,49,2,25000,0,"NoDeg",12,"Central Wisconsin ",1,1
27,1,20,2,1,1,47,2,28000,0,"NoDeg",13,"West Central Wisconsin",1,1
50,1,10,2,1,1,40,2,42100,0,"NoDeg",12,"West Central Wisconsin",1,1
37,1,55,2,1,2,50,2,73000,0,"No",16,"Milwaukee County",1,1
31,1,5,1,5,2,40,2,13000,0,"NoDeg",12,"East Central Wisconsin ",1,6
36,1,10,2,1,2,40,2,40000,0,"NoDeg",12,"East Central Wisconsin ",1,1
56,1,20,2,1,2,30,2,35000,0,"NoDeg",12,"Milwaukee City",1,1
62,7,15,2,1,1,30,2,336000,0,"Yes",18,"Madison and Dane County",1,1
41,1,30,2,5,2,40,2,15000,0,"NoDeg",13,"West Central Wisconsin",1,1
55,6,20,2,1,1,40,2,25000,0,"Yes",16,"East Central Wisconsin ",1,1
57,7,1,2,1,2,20,2,10700,0,"No",18,"Southwest and South Central Wisconsin",1,1
28,1,15,2,1,1,50,2,20000,0,"NoDeg",12,"East Central Wisconsin ",1,1
56,1,15,2,5,1,45,2,50000,0,"NoDeg",12,"East Central Wisconsin ",1,1
38,4,5,2,5,1,40,2,44000,0,"Yes",16,"Central Wisconsin ",1,1
38,1,25,2,5,2,40,2,31000,0,"NoDeg",12,"Milwaukee County",1,1
52,1,10,2,2,2,25,2,10000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
56,3,5,2,1,1,40,2,95000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
58,1,20,2,1,1,40,2,40000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
45,1,25,2,5,1,50,1,46000,0,"NoDeg",12,"Madison and Dane County",1,1
33,1,8,2,1,2,25,1,12500,0,"NoDeg",12,"Central Wisconsin ",1,1
29,1,15,2,1,1,48,2,44000,0,"NoDeg",14,"West Central Wisconsin",1,1
40,1,5,2,1,2,40,2,12000,0,"NoDeg",12,"Milwaukee City",1,1
52,3,15,2,1,2,37,2,35000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
61,2,10,2,1,1,30,2,30000,0,"No",18,"Milwaukee County",1,1
63,1,5,2,1,2,40,2,23000,0,"NoDeg",12,"Milwaukee City",1,1
52,1,75,2,1,1,30,2,381000,0,"No",16,"West Central Wisconsin",1,1
44,5,60,2,3,1,50,2,88000,0,"NoDeg",14,"West Central Wisconsin",1,1
56,1,45,2,1,2,40,2,32000,0,"NoDeg",12,"East Central Wisconsin ",1,1
31,1,10,2,5,2,36,2,18000,0,"NoDeg",12,"East Central Wisconsin",1,1
45,1,70,2,1,1,35,2,12000,1,"NoDeg",12,"Southeast Wisconsin ",1,8
56,1,17,2,1,1,40,2,52000,0,"NoDeg",12,"West Central Wisconsin",1,1
51,1,12,2,1,2,40,2,36000,0,"NoDeg",13,"West Central Wisconsin",1,1
25,1,10,2,5,1,40,2,45000,0,"NoDeg",12,"West Central Wisconsin",1,1
63,6,45,2,1,1,65,2,126000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
29,1,20,2,1,1,55,2,50000,0,"NoDeg",12,"West Central Wisconsin",1,1
54,3,2,2,3,1,40,2,50000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
46,1,20,2,4,1,45,2,45000,0,"NoDeg",12,"East Central Wisconsin ",1,1
42,1,10,2,2,1,40,2,30000,0,"NoDeg",12,"Madison and Dane County",1,1
42,1,20,2,1,2,40,2,45000,0,"NoDeg",12,"West Central Wisconsin",1,1
51,1,4,2,1,1,40,2,120000,0,"No",16,"Northeast Wisconsin ",1,1
40,6,1,1,1,1,45,2,22300,0,"NoDeg",8,"West Central Wisconsin",1,1
34,2,15,2,1,2,40,1,22000,0,"NoDeg",13,"Milwaukee City",1,2
59,6,1,2,4,1,60,2,45000,0,"NoDeg",12,"Madison and Dane County",1,1
38,3,30,2,3,2,40,2,33000,0,"NoDeg",12,"Milwaukee City",1,2
54,3,10,2,1,2,50,2,51000,0,"Yes",18,"Northeast Wisconsin ",1,1
39,1,20,2,1,1,40,2,37100,0,"NoDeg",12,"Northeast Wisconsin ",1,1
42,2,45,2,3,2,45,2,78000,0,"Yes",16,"West Central Wisconsin",1,1
57,7,5,2,1,1,80,2,65000,0,"NoDeg",13,"West Central Wisconsin",1,1
55,2,5,2,1,1,1,2,1200,0,"NoDeg",12,"East Central Wisconsin ",1,1
46,1,20,2,3,2,30,2,6200,0,"NoDeg",14,"West Central Wisconsin",1,1
63,7,2,2,1,1,60,2,30000,0,"No",16,"West Central Wisconsin",1,1
21,1,30,2,5,2,40,1,20600,0,"NoDeg",12,"East Central Wisconsin ",1,1
69,1,45,2,2,1,20,2,5100,0,"NoDeg",10,"Milwaukee City",1,2
29,6,2,2,5,1,75,2,25000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
64,6,15,2,1,1,50,2,50000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
30,1,15,2,5,1,40,2,45000,0,"NoDeg",12,"Green Bay",1,1
50,1,45,2,1,2,40,2,24200,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
51,1,15,2,5,1,40,2,50000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
64,1,20,2,1,1,70,2,30000,0,"NoDeg",12,"West Central Wisconsin",1,1
56,2,30,2,1,1,24,2,14400,0,"NoDeg",13,"West Central Wisconsin",1,1
56,1,30,2,5,1,40,2,40000,0,"NoDeg",14,"East Central Wisconsin ",1,1
31,3,7,2,5,2,50,2,53000,0,"Yes",16,"West Central Wisconsin",1,1
44,6,38,2,1,2,38,2,45000,0,"NoDeg",12,"Waukesha County",1,1
61,1,60,2,1,1,60,2,25000,0,"NoDeg",14,"West Central Wisconsin",1,1
49,7,30,2,3,1,60,2,15000,0,"NoDeg",12,"Northwest Wisconsin",1,1
56,3,10,2,1,1,40,2,50000,0,"NoDeg",14,"East Central Wisconsin ",1,1
51,1,22,2,1,1,60,1,63000,0,"NoDeg",12,"West Central Wisconsin",1,1
43,2,10,2,1,2,32,2,29000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
59,5,5,2,1,1,40,2,75000,0,"No",16,"Madison and Dane County",1,1
67,4,1,2,1,1,40,2,22000,0,"Yes",16,"West Central Wisconsin",1,1
60,1,12,2,1,1,50,2,101000,0,"Yes",18,"Madison and Dane County",1,1
24,1,1,2,1,2,15,2,4000,0,"NoDeg",14,"West Central Wisconsin",1,1
53,1,30,2,1,1,40,2,14000,0,"Yes",16,"Southwest and South Central Wisconsin",1,1
51,1,10,2,1,2,40,2,20000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
53,1,146,2,1,1,40,1,73000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
35,2,10,2,1,2,40,2,54000,0,"Yes",16,"West Central Wisconsin",1,1
35,1,35,1,1,2,40,2,15000,1,"NoDeg",12,"Madison and Dane County",3,8
62,1,17,2,1,2,40,2,25000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
50,1,2,2,1,1,45,2,37000,0,"NoDeg",12,"East Central Wisconsin",1,1
61,6,20,2,3,2,30,2,20000,0,"NoDeg",12,"Southwest and South Central Wisconsin ",1,1
40,7,1,2,3,1,45,2,35000,0,"No",16,"Northwest Wisconsin",1,1
57,1,15,2,1,1,40,2,52000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
51,1,25,2,5,1,55,2,85000,0,"Yes",16,"Milwaukee County",1,1
53,1,35,2,3,1,45,2,45000,0,"NoDeg",13,"Southwest and South Central Wisconsin ",1,1
48,1,20,1,1,2,35,2,23000,0,"NoDeg",14,"Milwaukee City",2,6
55,1,30,2,1,2,30,2,30000,0,"Yes",18,"West Central Wisconsin",1,1
42,6,12,2,1,2,50,2,25000,0,"No",16,"Green Bay",1,1
37,2,15,2,1,1,50,2,18000,0,"NoDeg",14,"West Central Wisconsin",1,1
32,1,60,2,1,2,40,2,70000,0,"No",16,"Waukesha County",1,1
67,7,45,2,1,1,50,2,48000,0,"No",16,"Northeast Wisconsin ",1,1
51,1,60,2,1,1,80,2,118000,0,"NoDeg",12,"East Central Wisconsin",1,1
38,1,16,2,1,1,40,2,43000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
48,1,50,2,1,2,40,2,31000,0,"NoDeg",12,"West Central Wisconsin",1,1
55,4,30,2,1,1,42,2,43000,0,"NoDeg",12,"Central Wisconsin ",1,1
55,1,50,2,1,2,16,2,29700,0,"NoDeg",13,"Central Wisconsin ",1,1
60,7,20,2,1,1,50,2,22900,0,"No",16,"Northeast Wisconsin ",1,1
59,1,5,2,1,1,44,2,70000,0,"NoDeg",13,"Northeast Wisconsin ",1,1
32,1,15,2,5,1,50,2,45000,0,"Yes",16,"Milwaukee City",1,1
39,1,20,2,3,1,40,2,57000,0,"NoDeg",14,"East Central Wisconsin ",1,1
34,4,45,2,1,2,40,2,24600,0,"NoDeg",12,"Southwest and South Central Wisconsin ",1,1
28,1,35,2,5,1,40,2,90000,0,"NoDeg",12,"West Central Wisconsin",1,1
53,1,10,2,1,1,50,2,366000,0,"No",16,"East Central Wisconsin ",1,1
53,1,15,1,1,2,36,2,10000,0,"NoDeg",13,"East Central Wisconsin ",3,6
56,1,20,2,1,2,40,2,23000,0,"NoDeg",13,"Northwest Wisconsin",1,1
42,3,5,2,1,2,45,2,35000,0,"NoDeg",13,"Madison and Dane County",1,1
55,7,1,2,1,1,40,2,6000,0,"NoDeg",12,"Central Wisconsin ",1,1
31,1,10,2,1,1,40,2,51000,0,"Yes",16,"Southeast Wisconsin ",1,1
38,1,30,2,3,2,20,2,10800,0,"No",16,"East Central Wisconsin ",1,1
42,7,45,2,3,1,60,2,65000,0,"NoDeg",13,"Milwaukee City",1,1
41,6,146,2,1,1,40,2,40000,0,"NoDeg",12,"Northwest Wisconsin",1,1
39,1,8,2,5,1,40,2,45700,0,"NoDeg",12,"Southwest and South Central Wisconsin ",1,1
71,6,1,2,2,2,5,2,13000,0,"No",18,"Northwest Wisconsin",1,1
44,1,5,2,1,2,40,2,36000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
59,1,60,2,3,2,32,2,48700,0,"NoDeg",14,"Northwest Wisconsin",1,1
30,1,30,2,1,2,40,2,20000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
54,1,10,2,1,2,48,2,68000,0,"NoDeg",12,"East Central Wisconsin ",1,1
67,6,10,2,1,1,20,2,30000,0,"Yes",18,"West Central Wisconsin",1,1
61,2,20,2,1,2,32,2,67000,0,"NoDeg",13,"Central Wisconsin ",1,1
44,1,45,2,5,1,40,2,21000,0,"NoDeg",13,"Milwaukee City",1,2
53,1,25,2,1,2,40,2,16000,0,"NoDeg",12,"Green Bay",1,1
39,1,5,2,3,2,45,2,67000,0,"NoDeg",14,"West Central Wisconsin",1,1
36,1,10,2,1,2,32,2,31000,0,"NoDeg",14,"Central Wisconsin ",1,1
39,5,5,2,5,1,50,1,65000,0,"NoDeg",13,"West Central Wisconsin",1,2
27,2,20,2,5,2,45,1,33000,0,"No",16,"Milwaukee County",1,1
62,7,1,1,1,1,40,2,265000,0,"No",16,"Southwest and South Central Wisconsin",1,1
28,1,25,2,1,2,40,2,55000,0,"Yes",16,"Central Wisconsin ",1,1
69,3,15,2,2,2,8,1,7800,0,"NoDeg",12,"East Central Wisconsin",1,1
61,7,5,2,1,1,68,2,30000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
44,1,20,1,1,1,45,2,70000,0,"NoDeg",14,"West Central Wisconsin",1,1
64,1,13,2,5,1,40,2,26500,0,"NoDeg",13,"Milwaukee City",1,1
34,1,11,2,1,1,42,2,100000,0,"Yes",16,"Milwaukee County",1,1
58,7,2,2,1,1,80,2,33800,0,"NoDeg",12,"Northwest Wisconsin",1,1
56,1,15,2,1,2,38,1,75000,0,"Yes",18,"Southwest and South Central Wisconsin",1,1
69,1,10,2,1,1,50,2,52500,0,"NoDeg",12,"West Central Wisconsin",1,1
44,1,1,1,5,2,15,2,28200,0,"No",18,"Madison and Dane County",1,1
63,1,25,2,3,1,50,1,56000,0,"NoDeg",9,"Waukesha County",1,1
37,2,15,2,1,2,40,2,60000,0,"Yes",18,"East Central Wisconsin ",1,1
43,1,35,2,1,2,29,2,4000,0,"NoDeg",14,"West Central Wisconsin",1,1
48,1,45,2,1,1,54,2,80000,0,"NoDeg",12,"West Central Wisconsin",1,1
39,1,8,2,5,2,15,2,7000,0,"NoDeg",9,"Milwaukee City",1,2
28,1,40,2,1,1,45,2,55000,0,"Yes",16,"Waukesha County",1,1
65,1,55,2,1,1,45,1,70000,0,"NoDeg",12,"Central Wisconsin ",1,1
42,2,10,2,1,2,35,2,40000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
35,3,10,2,5,1,35,2,17800,0,"No",16,"Central Wisconsin ",1,2
27,1,40,2,5,1,40,2,22000,0,"NoDeg",13,"Central Wisconsin ",1,1
60,1,6,2,1,2,40,2,43000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
49,7,10,2,1,1,40,2,30000,0,"Yes",18,"Northwest Wisconsin",1,1
52,1,35,2,1,2,40,2,24000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
52,6,1,2,1,1,40,2,72000,0,"NoDeg",14,"East Central Wisconsin ",1,1
32,1,60,2,1,2,40,2,22000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
28,3,5,2,1,2,35,2,20000,0,"No",16,"Southeast Wisconsin ",1,1
49,1,15,2,5,2,40,2,29000,0,"NoDeg",12,"West Central Wisconsin",1,1
31,1,65,1,1,1,40,2,24000,0,"NoDeg",0,"East Central Wisconsin",2,6
59,1,15,2,4,1,40,2,40000,0,"NoDeg",12,"West Central Wisconsin",1,1
25,3,20,2,5,1,40,2,39600,0,"Yes",16,"East Central Wisconsin ",1,1
61,1,30,2,1,1,45,2,45000,0,"NoDeg",14,"West Central Wisconsin",1,1
25,1,20,2,5,2,40,2,26000,0,"NoDeg",13,"Central Wisconsin ",1,1
40,1,20,1,1,1,40,2,100000,0,"Yes",20,"Southeast Wisconsin ",3,6
66,7,1,2,1,2,10,2,6500,0,"No",16,"Northeast Wisconsin ",1,1
26,1,45,1,1,1,67,2,14000,0,"NoDeg",12,"Milwaukee City",3,6
49,1,35,2,3,1,55,2,25600,0,"NoDeg",13,"West Central Wisconsin",1,1
56,1,10,2,1,1,50,2,75000,0,"No",16,"Milwaukee County",1,1
34,4,15,2,1,2,30,2,18000,0,"Yes",18,"West Central Wisconsin",1,1
27,1,10,2,5,2,40,2,12000,0,"NoDeg",12,"Northwest Wisconsin",1,1
32,1,10,2,1,1,28,2,56000,0,"Yes",16,"West Central Wisconsin",1,1
30,1,35,2,1,1,40,2,42000,0,"Yes",16,"Milwaukee City",1,1
56,1,5,1,1,1,30,2,60000,0,"Yes",16,"East Central Wisconsin ",3,2
45,7,30,2,1,1,40,2,54000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
29,1,50,2,1,2,40,2,51000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
28,7,45,1,1,1,38,2,16000,0,"NoDeg",8,"East Central Wisconsin ",1,1
38,1,10,2,1,1,40,2,40000,0,"NoDeg",13,"East Central Wisconsin ",1,1
30,1,30,2,1,1,42,2,82000,0,"Yes",16,"East Central Wisconsin ",1,1
77,1,20,2,2,1,70,2,55000,0,"NoDeg",12,"West Central Wisconsin",1,1
22,1,45,2,5,2,40,2,18000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
56,2,30,2,1,2,45,2,51000,0,"Yes",18,"Southwest and South Central Wisconsin",1,1
57,1,20,2,1,2,38,1,21000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
50,1,45,2,3,2,40,2,47000,0,"No",18,"Southeast Wisconsin ",1,1
61,3,10,2,5,1,42,2,59000,0,"NoDeg",14,"East Central Wisconsin ",1,1
40,1,25,2,1,2,50,2,115000,0,"No",18,"Milwaukee County",1,1
27,1,30,2,5,1,40,2,24000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
29,1,5,2,5,1,30,2,15000,0,"NoDeg",13,"Central Wisconsin ",1,1
26,1,20,2,1,1,40,2,42000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
63,1,10,2,3,1,55,2,70000,0,"NoDeg",14,"Northwest Wisconsin",1,1
39,6,21,2,5,1,55,2,85000,0,"Yes",16,"Southwest and South Central Wisconsin",1,1
27,1,20,2,1,1,60,2,55000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
62,2,30,2,1,2,40,2,37000,0,"NoDeg",12,"Madison and Dane County",1,1
30,1,20,2,3,1,40,2,55000,0,"NoDeg",14,"Milwaukee County",2,2
53,1,25,2,3,2,40,2,38000,0,"NoDeg",12,"Southwest and South Central Wisconsin ",1,2
40,1,45,2,1,1,42,2,44000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
55,1,15,2,1,2,32,2,43000,0,"NoDeg",14,"East Central Wisconsin ",2,6
52,7,15,2,1,1,40,2,366000,0,"Yes",18,"Northeast Wisconsin ",1,1
40,1,8,2,1,1,50,2,80000,0,"NoDeg",14,"Central Wisconsin ",1,1
40,4,20,2,1,2,40,1,20000,1,"NoDeg",14,"Southeast Wisconsin ",1,1
63,1,15,2,1,1,40,2,120000,0,"Yes",16,"Waukesha County",1,1
49,1,60,2,1,1,42,2,80000,0,"NoDeg",12,"East Central Wisconsin ",1,1
61,6,10,2,1,1,35,2,36000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
33,1,12,2,1,1,45,2,32000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
46,1,37,2,1,1,50,2,62000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
52,1,5,2,3,1,40,2,46000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,3
50,2,1,2,1,1,50,2,34000,0,"Yes",18,"East Central Wisconsin",1,1
62,6,45,2,3,1,30,1,15000,0,"NoDeg",12,"West Central Wisconsin",1,1
49,1,50,2,1,1,40,2,45000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
40,1,17,2,1,2,20,1,8000,0,"NoDeg",12,"Northwest Wisconsin",1,1
52,1,75,2,3,2,15,2,6500,0,"NoDeg",12,"West Central Wisconsin",1,1
62,1,10,2,1,1,40,2,81000,0,"Yes",18,"Milwaukee County",1,1
36,1,30,1,3,2,40,2,27000,1,"NoDeg",12,"Madison and Dane County",3,8
54,1,35,2,1,1,40,2,135000,0,"No",16,"Southeast Wisconsin ",1,1
66,1,1,2,1,2,99,2,24000,0,"NoDeg",10,"Central Wisconsin ",1,1
47,3,10,2,1,1,42,2,52600,0,"NoDeg",12,"East Central Wisconsin ",1,1
36,3,10,2,1,1,45,2,75000,0,"Yes",18,"Southeast Wisconsin ",1,1
32,1,20,2,1,2,40,2,366000,0,"NoDeg",12,"Milwaukee City",1,2
45,6,1,2,1,1,25,2,16000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
29,1,20,2,5,1,50,2,90000,0,"NoDeg",14,"Milwaukee City",1,1
51,1,5,2,1,2,24,2,18000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
57,1,60,2,1,1,45,2,45000,0,"Yes",16,"Waukesha County",1,1
74,1,20,2,1,1,55,1,84000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
66,6,10,2,1,2,25,2,6000,0,"No",18,"West Central Wisconsin",1,1
55,1,15,2,1,2,40,2,26000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
45,1,25,2,1,1,40,2,45000,0,"No",16,"Waukesha County",1,1
51,1,10,2,3,1,44,1,40000,0,"NoDeg",12,"Milwaukee County",1,1
46,1,5,2,3,2,40,2,24500,0,"NoDeg",12,"Milwaukee City",1,1
38,1,20,2,1,1,40,2,52000,0,"NoDeg",14,"East Central Wisconsin",1,1
50,1,25,2,1,2,40,2,50000,0,"NoDeg",14,"Northeast Wisconsin ",1,1
30,1,25,2,5,2,52,2,28400,0,"NoDeg",14,"Central Wisconsin ",1,1
30,1,25,2,1,2,40,2,30000,0,"No",16,"East Central Wisconsin ",1,1
45,7,1,2,1,1,55,2,85000,0,"Yes",18,"East Central Wisconsin ",1,1
41,1,15,2,3,1,40,2,33100,0,"NoDeg",13,"West Central Wisconsin",1,1
30,1,1,2,3,2,50,2,52000,0,"Yes",16,"West Central Wisconsin",1,1
33,1,20,2,5,2,40,1,15000,0,"NoDeg",13,"Green Bay",1,9
68,1,15,2,1,1,15,2,7000,0,"NoDeg",12,"Waukesha County",1,1
23,1,25,2,5,1,40,2,34000,0,"NoDeg",12,"Milwaukee City",1,1
40,1,45,2,5,2,40,2,29000,0,"NoDeg",14,"Northwest Wisconsin",1,1
48,1,20,2,5,2,18,2,10000,0,"NoDeg",13,"Central Wisconsin ",1,1
40,1,25,2,5,2,40,2,38000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
53,1,7,2,1,2,55,2,45000,0,"NoDeg",12,"Waukesha County",1,1
36,1,20,2,1,1,40,2,40000,1,"NoDeg",12,"Milwaukee City",1,1
35,1,30,2,1,1,50,2,60000,0,"NoDeg",12,"West Central Wisconsin",1,1
43,3,10,2,1,1,40,2,70000,0,"NoDeg",13,"West Central Wisconsin",1,1
55,1,20,2,1,1,45,2,45000,0,"NoDeg",12,"West Central Wisconsin",1,1
28,1,10,2,1,1,40,2,30000,0,"NoDeg",12,"West Central Wisconsin",1,1
49,1,10,2,1,2,16,2,30000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
47,1,18,2,3,1,45,2,44000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
52,1,20,2,3,2,55,2,22000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
43,1,5,2,4,1,44,2,48000,0,"NoDeg",12,"East Central Wisconsin ",1,1
24,1,5,2,5,1,45,2,36000,0,"NoDeg",14,"Northwest Wisconsin",1,1
50,1,20,2,1,2,32,2,14000,0,"NoDeg",13,"East Central Wisconsin ",1,1
61,3,60,2,5,2,50,2,63000,0,"No",18,"Southwest and South Central Wisconsin ",1,1
51,1,60,2,1,1,45,2,84000,0,"NoDeg",14,"Central Wisconsin ",1,1
27,2,5,1,1,2,40,2,36000,0,"Yes",16,"East Central Wisconsin ",1,1
32,1,10,2,1,1,40,2,48000,0,"NoDeg",11,"Green Bay",1,1
71,1,8,2,2,2,11,2,7600,0,"No",18,"Northeast Wisconsin ",1,1
49,1,40,2,1,1,40,2,75000,0,"NoDeg",14,"Southeast Wisconsin ",1,1
60,1,35,2,1,1,50,2,366000,0,"No",16,"Waukesha County",1,1
