"AGEP","COW","JWMNP","LANX","MAR","SEX","WKHP","DIS","PERNP","Hispanic","Stem","Education","Region","CIT2","RAC"
61,4,40,2,1,2,40,2,29800,0,"NoDeg",12,"Waukesha County",1,1
69,1,45,2,3,2,5,2,1500,0,"NoDeg",12,"West Central Wisconsin",1,1
49,1,25,2,3,1,40,2,40000,0,"NoDeg",12,"West Central Wisconsin",1,1
24,1,40,2,1,2,45,2,33000,0,"No",16,"Southeast Wisconsin ",1,1
55,1,10,2,1,1,40,2,366000,0,"Yes",16,"Southwest and South Central Wisconsin",1,1
39,1,45,2,1,2,40,2,30000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
53,1,15,2,5,1,40,2,27000,0,"NoDeg",12,"West Central Wisconsin",1,1
52,5,45,2,1,2,40,2,85000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
58,1,15,2,5,1,50,2,30000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
42,1,30,2,1,1,40,2,366000,0,"No",16,"Southeast Wisconsin ",1,1
45,5,55,2,3,2,40,2,40000,0,"No",16,"Southwest and South Central Wisconsin",1,1
39,3,20,2,5,2,35,2,19000,0,"NoDeg",14,"Milwaukee County",1,2
29,1,13,2,5,2,40,2,25000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
59,2,25,2,5,2,40,2,45000,0,"NoDeg",12,"East Central Wisconsin ",1,1
66,7,30,1,3,1,40,2,15800,0,"NoDeg",14,"Southeast Wisconsin ",2,1
57,1,30,2,1,1,40,1,39600,0,"NoDeg",12,"West Central Wisconsin",1,1
36,1,60,2,5,2,38,2,60000,0,"NoDeg",14,"Northwest Wisconsin",1,1
51,1,16,2,1,2,45,1,24000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
52,6,1,1,1,1,70,2,20000,0,"NoDeg",8,"West Central Wisconsin",1,1
52,1,35,2,1,1,45,2,65000,0,"No",16,"Green Bay",1,1
35,1,10,2,1,1,40,2,20800,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
29,3,25,2,5,1,56,2,60000,0,"NoDeg",14,"East Central Wisconsin ",1,1
41,2,25,2,1,2,35,2,37000,0,"No",16,"Southwest and South Central Wisconsin",1,1
21,1,15,1,5,1,46,2,29800,1,"NoDeg",12,"Northeast Wisconsin ",3,1
49,1,14,2,3,1,42,2,43000,0,"NoDeg",12,"East Central Wisconsin ",1,1
45,2,1,2,1,1,40,2,60000,0,"No",18,"Milwaukee County",1,1
29,1,10,2,5,1,50,2,40000,0,"NoDeg",12,"East Central Wisconsin",1,1
28,2,20,2,5,1,36,2,50000,0,"Yes",16,"Madison and Dane County",1,1
64,1,15,2,3,2,40,2,25000,0,"NoDeg",14,"Southwest and South Central Wisconsin ",1,1
24,4,10,2,5,2,40,2,32000,0,"No",16,"West Central Wisconsin",1,1
58,1,25,2,2,2,32,2,30000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
42,1,20,2,1,2,27,2,17500,0,"NoDeg",13,"Southwest and South Central Wisconsin ",1,1
65,6,1,2,1,1,35,2,40000,0,"No",16,"East Central Wisconsin",1,1
41,3,10,2,1,1,40,2,52000,0,"No",16,"Northeast Wisconsin ",1,1
43,1,25,2,1,2,40,2,30000,0,"No",16,"Milwaukee City",1,1
66,1,5,2,3,2,40,2,27000,0,"NoDeg",13,"West Central Wisconsin",1,1
45,1,45,2,1,2,37,2,21000,0,"NoDeg",12,"West Central Wisconsin",1,1
30,1,90,2,5,1,50,2,56000,0,"NoDeg",13,"East Central Wisconsin",1,1
27,1,25,2,5,1,50,2,50000,0,"No",16,"West Central Wisconsin",1,1
55,1,40,2,3,2,45,2,71000,0,"NoDeg",14,"Waukesha County",1,1
64,1,50,2,1,1,45,1,108000,0,"No",18,"Waukesha County",1,1
33,3,12,2,1,1,44,2,50000,0,"Yes",18,"East Central Wisconsin ",1,1
33,1,5,2,1,1,35,2,57000,0,"No",16,"Madison and Dane County",1,1
50,7,12,2,1,1,35,2,95000,0,"Yes",18,"Southwest and South Central Wisconsin",1,1
79,1,15,2,2,2,45,2,50000,0,"Yes",16,"Southwest and South Central Wisconsin",1,1
54,1,20,2,1,1,40,2,28000,0,"NoDeg",12,"Central Wisconsin ",1,1
61,6,5,2,1,1,49,2,14800,0,"NoDeg",12,"Central Wisconsin ",1,1
38,7,20,2,1,1,40,2,366000,0,"Yes",18,"Milwaukee County",1,1
53,1,20,2,3,2,40,2,31000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
58,6,1,2,5,1,80,2,266000,0,"NoDeg",12,"West Central Wisconsin",1,1
32,1,30,1,1,1,40,2,51000,0,"NoDeg",12,"Southeast Wisconsin ",2,1
26,1,10,2,5,1,40,2,28000,0,"Yes",16,"Milwaukee County",1,1
46,1,15,2,5,2,40,2,21000,0,"NoDeg",12,"Milwaukee City",1,2
57,1,5,2,1,2,40,2,32000,0,"No",16,"West Central Wisconsin",1,1
28,1,2,2,5,2,40,2,35000,0,"NoDeg",13,"Central Wisconsin ",1,1
64,7,1,2,2,2,10,2,7000,0,"NoDeg",12,"Northwest Wisconsin",1,1
59,1,30,2,1,1,40,2,110000,0,"No",16,"Southeast Wisconsin ",1,1
40,1,15,2,1,1,60,2,70000,0,"NoDeg",12,"Central Wisconsin ",1,1
35,1,10,2,5,2,40,2,23500,0,"NoDeg",14,"East Central Wisconsin ",1,1
41,1,35,2,5,2,40,2,28400,0,"No",16,"West Central Wisconsin",1,1
28,1,10,2,5,1,45,2,32000,0,"NoDeg",13,"Central Wisconsin ",1,1
49,1,5,2,1,2,40,2,28000,0,"NoDeg",13,"Northeast Wisconsin ",1,1
37,1,30,2,1,1,50,2,52000,0,"NoDeg",12,"West Central Wisconsin",1,1
66,3,45,2,1,2,40,2,99000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
48,1,3,2,1,1,60,2,50000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
50,2,30,2,1,2,50,2,50000,0,"No",16,"Southwest and South Central Wisconsin",1,1
54,1,20,2,1,1,50,2,65000,0,"No",16,"Milwaukee County",1,1
49,6,1,2,1,1,30,2,20000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
66,2,10,2,3,2,40,2,42000,0,"NoDeg",13,"Milwaukee County",1,1
28,1,35,2,5,1,30,2,11000,0,"NoDeg",12,"Milwaukee County",1,1
59,5,30,1,3,2,40,2,80000,0,"Yes",18,"Southeast Wisconsin ",2,1
69,7,15,2,1,1,45,2,75000,0,"NoDeg",14,"Waukesha County",2,1
61,1,5,2,1,1,40,2,26000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
52,1,20,2,1,2,40,2,35000,0,"NoDeg",13,"East Central Wisconsin ",1,1
57,1,10,2,5,1,30,2,21000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
77,1,15,2,1,1,30,2,95000,0,"Yes",16,"Southeast Wisconsin ",1,1
53,1,35,2,1,1,39,2,42000,0,"NoDeg",12,"East Central Wisconsin",1,1
58,2,10,2,5,2,50,2,128000,0,"Yes",16,"Southwest and South Central Wisconsin",1,1
53,2,10,2,1,2,40,2,82000,0,"Yes",16,"East Central Wisconsin",1,1
41,3,15,2,3,2,45,2,47000,0,"No",18,"West Central Wisconsin",1,1
49,1,20,2,1,2,44,2,28000,0,"NoDeg",14,"Central Wisconsin ",1,1
60,6,10,2,1,2,35,2,7800,0,"NoDeg",13,"Northeast Wisconsin ",1,1
51,7,25,1,1,1,65,2,85000,0,"NoDeg",13,"Waukesha County",2,6
42,1,45,2,3,1,40,2,40000,0,"NoDeg",13,"East Central Wisconsin",1,1
48,3,17,2,1,1,65,2,100000,0,"No",16,"East Central Wisconsin ",1,1
43,1,20,2,1,2,26,2,21000,0,"No",16,"Central Wisconsin ",1,1
59,5,2,2,2,2,20,2,12000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
33,1,30,2,5,1,40,2,47000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
38,5,15,2,1,1,40,2,55000,0,"Yes",16,"Northwest Wisconsin",1,1
74,1,10,2,3,1,60,2,131000,0,"NoDeg",12,"West Central Wisconsin",1,1
45,1,30,2,5,2,40,2,41000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
69,1,5,2,2,2,28,2,9800,0,"NoDeg",12,"Central Wisconsin ",1,1
63,1,20,2,1,1,30,2,50000,0,"NoDeg",12,"Central Wisconsin ",1,1
49,2,10,2,3,2,40,2,37000,0,"No",18,"Milwaukee City",1,1
29,1,30,2,5,1,40,2,30000,0,"NoDeg",12,"Central Wisconsin ",1,1
55,6,20,2,5,1,80,2,24800,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
30,1,15,2,5,1,40,2,36500,0,"NoDeg",12,"Southwest and South Central Wisconsin ",1,1
48,1,35,2,1,1,45,2,58000,0,"No",16,"Southwest and South Central Wisconsin",1,1
67,6,20,2,5,1,4,2,6000,0,"NoDeg",12,"Milwaukee City",1,1
30,1,10,2,1,1,40,1,70000,0,"Yes",16,"East Central Wisconsin ",1,1
48,3,20,2,1,1,44,2,55000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
36,3,10,2,1,1,45,2,52000,0,"No",16,"West Central Wisconsin",1,1
57,1,45,2,1,1,45,2,64000,0,"No",18,"West Central Wisconsin",1,1
57,1,10,2,1,2,42,2,63000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
61,1,20,2,1,1,50,2,50000,0,"NoDeg",13,"West Central Wisconsin",1,1
61,1,45,2,1,1,40,2,79000,0,"No",18,"Madison and Dane County",1,1
29,1,25,2,5,1,45,2,60000,0,"NoDeg",12,"East Central Wisconsin ",1,1
55,1,5,2,3,1,50,2,36200,0,"NoDeg",12,"West Central Wisconsin",1,1
68,7,5,2,3,2,40,2,50000,0,"NoDeg",14,"Madison and Dane County",1,1
24,1,20,2,5,2,60,2,22000,1,"NoDeg",12,"Southeast Wisconsin ",1,1
52,3,8,2,1,2,40,2,38000,0,"NoDeg",12,"Northwest Wisconsin",1,1
55,2,20,2,1,2,36,2,84000,0,"Yes",18,"Northwest Wisconsin",1,1
40,1,10,2,3,2,38,2,53000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
30,2,20,2,1,2,20,2,20000,0,"No",16,"Southwest and South Central Wisconsin",1,1
59,6,1,2,1,2,40,2,8800,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
38,1,15,2,1,1,30,2,15000,0,"NoDeg",12,"Northwest Wisconsin",1,1
62,2,17,2,1,2,70,2,89000,0,"Yes",18,"Southeast Wisconsin ",1,1
57,1,60,2,1,1,40,2,200000,0,"Yes",18,"Waukesha County",1,1
45,7,30,1,1,2,50,2,33000,1,"NoDeg",9,"Milwaukee City",3,1
26,1,7,2,5,1,50,2,21000,0,"NoDeg",12,"East Central Wisconsin ",1,1
48,1,7,2,1,1,45,2,75000,0,"NoDeg",14,"Central Wisconsin ",1,1
62,1,5,2,1,1,44,2,50000,0,"Yes",16,"Southwest and South Central Wisconsin",1,1
57,1,20,2,1,2,25,2,11000,0,"NoDeg",13,"Northeast Wisconsin ",1,1
54,1,20,2,1,1,50,2,50000,0,"NoDeg",12,"East Central Wisconsin ",1,1
57,3,5,2,5,2,40,2,37400,0,"NoDeg",14,"Southeast Wisconsin ",1,1
43,1,33,2,3,2,40,2,30000,0,"No",18,"Waukesha County",1,1
36,1,146,2,3,1,35,2,27000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
46,1,30,2,1,2,40,2,70000,0,"Yes",16,"East Central Wisconsin ",1,1
56,1,5,2,1,1,40,1,45700,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
25,1,15,2,5,2,40,2,24000,0,"NoDeg",14,"West Central Wisconsin",1,1
53,3,10,2,3,2,37,2,69000,0,"Yes",18,"Madison and Dane County",1,1
45,1,20,2,1,1,60,2,157000,0,"No",16,"Southeast Wisconsin ",1,1
59,3,10,2,1,2,25,2,9700,0,"NoDeg",13,"Southwest and South Central Wisconsin ",1,1
56,7,25,2,5,1,47,2,12400,0,"NoDeg",12,"East Central Wisconsin ",1,1
60,1,25,2,1,2,40,2,31200,0,"NoDeg",12,"Central Wisconsin ",1,1
52,1,45,2,3,1,40,2,30000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
49,1,10,2,1,1,40,2,41000,0,"NoDeg",12,"Waukesha County",1,1
48,1,22,2,4,1,43,2,63500,0,"No",16,"West Central Wisconsin",1,1
30,1,15,2,5,1,40,2,20200,0,"NoDeg",13,"West Central Wisconsin",1,1
25,1,70,2,5,2,40,2,33000,0,"No",16,"West Central Wisconsin",1,1
58,1,90,2,1,2,40,2,40000,0,"NoDeg",12,"East Central Wisconsin",1,1
26,1,45,2,5,2,40,2,28000,0,"NoDeg",14,"West Central Wisconsin",1,1
35,1,5,2,1,2,40,2,32000,0,"No",16,"Northeast Wisconsin ",1,1
36,1,15,2,5,1,25,2,30000,0,"No",16,"Milwaukee City",1,1
41,1,20,2,5,1,40,2,42000,0,"NoDeg",12,"Milwaukee City",1,1
40,3,60,2,3,2,10,2,5000,0,"NoDeg",13,"Northwest Wisconsin",1,1
58,1,30,2,3,1,35,2,30000,0,"NoDeg",12,"West Central Wisconsin",1,1
60,3,7,2,1,2,40,2,24000,0,"NoDeg",12,"Southwest and South Central Wisconsin ",1,1
40,1,15,2,1,2,40,2,70000,0,"No",16,"Northwest Wisconsin",1,1
60,1,25,2,5,1,40,2,36800,0,"NoDeg",12,"East Central Wisconsin ",1,1
46,1,50,2,1,2,40,2,30000,0,"NoDeg",12,"West Central Wisconsin",1,1
70,6,1,2,2,1,20,2,60000,0,"NoDeg",11,"Southwest and South Central Wisconsin",1,1
57,2,15,2,2,2,45,2,80000,0,"Yes",16,"Central Wisconsin ",1,1
47,1,85,1,1,1,47,2,82000,0,"Yes",18,"Milwaukee County",2,1
67,1,15,2,3,2,50,2,59000,0,"NoDeg",13,"West Central Wisconsin",1,1
49,3,25,2,5,1,40,1,52000,0,"NoDeg",12,"Waukesha County",1,1
32,1,55,2,1,1,45,2,40000,0,"NoDeg",14,"Southwest and South Central Wisconsin",1,1
24,1,15,2,5,1,50,2,24000,0,"NoDeg",14,"Central Wisconsin ",1,1
63,7,30,2,2,2,25,2,14000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
60,1,30,2,1,2,12,2,8000,0,"NoDeg",14,"West Central Wisconsin",1,1
40,1,20,2,1,1,40,2,41600,0,"NoDeg",12,"Madison and Dane County",1,1
48,1,20,2,3,2,40,2,29040,0,"Yes",16,"Central Wisconsin ",1,1
58,1,45,2,1,1,45,2,70000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
31,1,25,2,5,2,52,2,65000,0,"Yes",16,"Milwaukee County",1,1
52,1,15,2,1,1,70,2,20000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
25,1,35,2,5,2,50,2,20000,0,"Yes",16,"West Central Wisconsin",1,1
49,6,18,2,1,2,32,2,19000,0,"NoDeg",14,"Central Wisconsin ",1,1
59,1,5,2,3,1,45,2,70000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
53,1,95,2,1,1,54,2,95000,0,"Yes",16,"Southwest and South Central Wisconsin",1,1
73,7,35,2,1,1,35,2,88000,0,"NoDeg",13,"Northwest Wisconsin",1,1
50,1,20,2,5,1,40,2,29300,0,"NoDeg",14,"Waukesha County",1,1
51,1,40,2,3,2,35,2,18000,0,"NoDeg",12,"West Central Wisconsin",1,1
60,1,10,2,1,2,36,2,48600,0,"NoDeg",12,"Northwest Wisconsin",1,1
26,1,20,2,5,1,40,2,23000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
28,1,10,2,5,1,50,2,48000,0,"NoDeg",14,"Madison and Dane County",1,1
40,2,20,2,1,1,25,2,10000,0,"NoDeg",13,"West Central Wisconsin",1,1
34,1,5,2,1,2,23,2,14500,0,"No",16,"West Central Wisconsin",1,1
68,2,20,2,5,2,40,2,30000,0,"No",16,"Milwaukee City",1,1
63,6,1,2,1,2,45,2,15000,0,"NoDeg",13,"Northwest Wisconsin",1,1
55,1,30,2,3,1,50,2,45000,0,"NoDeg",12,"Northwest Wisconsin",1,1
33,1,25,2,1,2,40,2,27500,0,"NoDeg",12,"West Central Wisconsin",1,1
48,1,1,1,1,2,40,2,55000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
30,1,25,2,1,2,40,2,27500,0,"NoDeg",14,"East Central Wisconsin ",1,1
23,6,15,1,1,1,48,2,28000,0,"NoDeg",8,"Southwest and South Central Wisconsin",1,1
50,1,30,2,1,2,42,2,33000,0,"NoDeg",12,"East Central Wisconsin",1,1
23,6,5,2,1,1,70,2,60000,0,"NoDeg",12,"East Central Wisconsin ",1,1
48,1,30,2,1,2,40,2,40000,0,"NoDeg",12,"Waukesha County",1,1
47,1,5,2,1,2,36,2,23000,0,"NoDeg",14,"Central Wisconsin ",1,1
35,4,20,2,1,2,40,2,18000,0,"NoDeg",12,"West Central Wisconsin",1,1
48,1,20,2,1,2,40,2,25100,0,"NoDeg",13,"West Central Wisconsin",1,1
51,1,30,2,1,1,40,2,32000,0,"No",16,"Waukesha County",1,1
49,1,65,2,1,1,44,2,60000,0,"NoDeg",13,"Northwest Wisconsin",1,1
55,3,5,2,1,1,38,2,4800,0,"NoDeg",13,"East Central Wisconsin ",1,1
62,1,15,2,1,2,47,1,26000,0,"NoDeg",12,"East Central Wisconsin ",1,1
33,1,45,2,1,2,36,2,44000,0,"Yes",16,"Northeast Wisconsin ",1,1
50,1,10,2,5,2,40,2,21000,0,"NoDeg",12,"Milwaukee City",1,1
49,1,15,2,1,2,30,2,16000,0,"NoDeg",12,"Central Wisconsin ",1,1
67,1,5,2,3,2,20,2,4000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
49,1,40,1,1,1,40,2,81000,0,"No",20,"Milwaukee County",2,6
26,1,40,2,5,1,40,2,41000,0,"NoDeg",12,"West Central Wisconsin",1,1
62,1,30,2,1,1,35,2,25000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
61,1,20,2,1,1,40,2,45000,0,"No",16,"West Central Wisconsin",1,1
61,5,20,2,3,2,40,2,31000,0,"NoDeg",13,"Milwaukee City",1,2
51,1,15,2,1,1,40,2,30000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
61,2,20,2,1,2,36,2,80000,0,"No",16,"East Central Wisconsin ",1,1
20,1,13,1,5,2,40,2,9600,1,"NoDeg",12,"Milwaukee City",2,1
64,1,17,2,1,2,32,2,26000,0,"NoDeg",12,"West Central Wisconsin",1,1
59,1,15,2,1,1,48,2,63000,0,"NoDeg",12,"East Central Wisconsin ",1,1
25,1,10,2,1,2,40,2,33900,0,"NoDeg",14,"West Central Wisconsin",1,1
52,1,40,2,1,2,45,2,45000,0,"NoDeg",13,"Northwest Wisconsin",1,1
66,2,60,2,1,1,16,1,40000,0,"Yes",16,"Northwest Wisconsin",1,1
47,1,10,2,1,1,40,1,34000,0,"NoDeg",12,"West Central Wisconsin",1,1
55,1,7,2,1,1,40,2,70000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
64,5,25,2,1,1,42,2,58000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
30,1,20,2,1,1,40,2,25000,0,"NoDeg",13,"Central Wisconsin ",1,1
22,1,5,2,5,1,25,2,7800,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
35,2,45,2,1,2,40,2,30000,0,"NoDeg",12,"West Central Wisconsin",1,1
63,1,15,2,1,1,20,1,6700,0,"NoDeg",10,"Milwaukee City",1,2
45,1,40,2,1,2,40,2,23000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
45,2,40,1,1,2,40,2,62000,0,"Yes",18,"Milwaukee County",2,1
62,1,20,2,1,1,50,2,60000,0,"NoDeg",12,"Central Wisconsin ",1,1
88,1,1,2,1,1,24,1,72000,0,"Yes",16,"Southeast Wisconsin ",1,1
42,3,5,2,5,2,37,2,60000,0,"No",16,"Green Bay",1,1
30,7,20,2,1,2,45,2,45000,0,"Yes",16,"Green Bay",1,1
36,1,2,2,1,1,40,2,24000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
43,1,35,2,1,2,40,2,39000,0,"No",16,"Madison and Dane County",1,1
38,1,5,2,5,2,50,2,65000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
57,3,5,2,3,2,50,2,54000,0,"No",18,"Central Wisconsin ",1,1
37,1,60,2,3,2,40,2,49000,0,"NoDeg",12,"West Central Wisconsin",1,1
58,1,15,2,3,1,40,2,78000,0,"NoDeg",13,"Milwaukee City",1,1
44,1,20,2,1,1,55,2,121000,0,"Yes",18,"Waukesha County",1,1
25,3,1,2,1,1,75,2,43000,0,"Yes",16,"Southwest and South Central Wisconsin ",1,1
43,3,5,2,1,1,40,2,35000,0,"No",16,"West Central Wisconsin",1,1
51,1,25,2,1,2,10,2,12000,0,"No",16,"Waukesha County",1,1
38,5,146,2,5,2,40,2,51000,0,"NoDeg",13,"Southwest and South Central Wisconsin",1,1
33,1,15,2,5,1,40,2,70000,0,"NoDeg",14,"Milwaukee City",1,1
64,7,2,2,1,1,65,2,6000,0,"NoDeg",12,"East Central Wisconsin",1,1
29,1,11,2,5,2,40,2,32000,0,"NoDeg",12,"Waukesha County",1,1
45,1,20,2,3,1,40,2,47000,0,"NoDeg",12,"Madison and Dane County",1,1
40,1,60,2,1,1,50,2,40000,0,"NoDeg",12,"Northwest Wisconsin",1,1
64,2,5,2,3,2,40,2,35000,0,"NoDeg",13,"Southeast Wisconsin ",1,1
47,1,15,2,1,1,40,2,22000,0,"NoDeg",12,"Central Wisconsin ",1,1
40,6,20,2,1,1,60,2,6600,0,"NoDeg",14,"Waukesha County",1,1
27,4,60,2,1,2,40,2,46700,0,"Yes",16,"Southeast Wisconsin ",1,1
35,1,30,2,1,1,45,2,70000,0,"NoDeg",14,"West Central Wisconsin",1,1
83,6,30,2,5,1,60,2,90000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
55,4,35,2,1,2,40,2,28000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
48,1,20,2,5,1,45,2,33000,0,"NoDeg",13,"Milwaukee City",1,1
44,1,75,2,1,2,29,2,67000,0,"No",16,"East Central Wisconsin ",1,1
35,6,10,2,1,2,50,2,19000,0,"NoDeg",13,"West Central Wisconsin",1,1
54,7,1,2,1,1,65,2,24000,0,"No",16,"Central Wisconsin ",1,1
48,1,15,2,1,1,50,2,19000,0,"NoDeg",12,"East Central Wisconsin ",1,1
48,1,25,2,1,1,40,2,26000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
60,1,10,2,1,1,40,2,23000,0,"Yes",18,"Southeast Wisconsin ",1,1
53,3,10,2,5,1,40,2,30000,0,"NoDeg",12,"West Central Wisconsin",1,1
66,7,1,2,1,1,40,2,149000,0,"Yes",16,"Central Wisconsin ",1,1
60,6,50,2,3,1,68,2,406000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
47,1,20,2,1,2,30,2,25000,0,"No",16,"Milwaukee City",1,1
58,6,10,2,5,1,50,2,112000,0,"No",16,"Madison and Dane County",1,1
45,3,25,2,1,2,40,2,60000,0,"No",18,"Milwaukee City",1,2
58,2,5,2,1,2,36,2,190000,0,"No",16,"Milwaukee County",1,1
50,6,2,2,1,1,75,2,97000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
69,1,45,2,3,1,18,2,11600,0,"NoDeg",12,"Northeast Wisconsin ",1,1
37,1,10,2,5,1,50,2,38000,0,"NoDeg",13,"East Central Wisconsin ",1,6
83,1,10,2,1,1,30,1,200000,0,"Yes",16,"Milwaukee County",1,1
46,1,25,2,5,2,37,2,32000,0,"NoDeg",13,"Milwaukee City",1,1
53,5,20,2,1,1,48,2,120000,0,"Yes",20,"Madison and Dane County",1,1
49,6,35,2,1,1,45,2,25000,0,"NoDeg",12,"West Central Wisconsin",1,1
35,1,7,1,1,1,40,2,33300,0,"NoDeg",14,"East Central Wisconsin ",2,6
34,1,30,2,1,1,40,2,43000,0,"No",16,"East Central Wisconsin ",1,1
53,1,15,2,1,2,44,2,33000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
28,1,10,2,5,2,24,2,7000,1,"NoDeg",12,"Milwaukee City",1,1
56,1,10,2,1,1,40,2,70000,0,"NoDeg",12,"Central Wisconsin ",1,1
61,2,10,2,1,2,40,2,30000,0,"NoDeg",13,"Central Wisconsin ",1,1
43,1,25,2,3,1,41,2,42000,0,"NoDeg",12,"Waukesha County",1,1
49,4,5,2,3,2,40,2,18800,0,"NoDeg",13,"West Central Wisconsin",1,1
39,4,45,2,1,1,40,2,41000,0,"NoDeg",13,"West Central Wisconsin",1,1
56,3,20,2,1,1,40,2,90000,0,"No",18,"Waukesha County",1,1
58,1,20,2,2,2,32,2,38000,0,"NoDeg",12,"Waukesha County",1,1
46,2,10,2,1,2,38,2,38000,0,"Yes",16,"Central Wisconsin ",1,1
62,1,20,2,2,1,50,2,80000,0,"No",16,"Waukesha County",1,1
51,2,20,2,5,2,28,2,3200,0,"NoDeg",12,"Southeast Wisconsin ",1,1
37,2,40,2,3,2,45,2,20000,0,"No",16,"Southwest and South Central Wisconsin ",1,1
25,1,20,2,5,2,40,2,32000,0,"NoDeg",12,"Madison and Dane County",1,1
57,5,146,2,1,1,55,2,106000,0,"No",18,"Green Bay",1,1
61,7,23,2,1,2,40,2,35000,0,"NoDeg",12,"East Central Wisconsin ",1,1
68,3,20,2,1,2,20,1,11300,0,"NoDeg",12,"East Central Wisconsin",1,1
58,1,10,2,1,2,40,2,32000,0,"NoDeg",12,"East Central Wisconsin",1,1
49,1,15,2,1,2,25,2,14000,0,"NoDeg",13,"Green Bay",1,1
53,4,7,2,3,1,40,1,40000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
64,1,2,2,3,1,48,2,32000,0,"NoDeg",12,"East Central Wisconsin",1,1
37,1,45,2,3,2,40,2,22200,0,"NoDeg",13,"Northeast Wisconsin ",1,1
50,1,20,2,3,1,40,2,17800,0,"NoDeg",12,"East Central Wisconsin",1,1
37,1,20,2,1,2,42,2,52000,0,"No",16,"East Central Wisconsin ",1,1
45,7,10,2,1,1,60,2,45000,0,"NoDeg",12,"Southwest and South Central Wisconsin",1,1
54,1,10,2,1,1,47,2,75600,0,"NoDeg",12,"Green Bay",1,1
53,1,15,2,1,2,40,2,25000,0,"NoDeg",12,"Central Wisconsin ",1,1
54,2,25,2,5,2,32,1,26600,0,"NoDeg",13,"Central Wisconsin ",1,1
45,1,30,2,1,1,40,2,37000,0,"NoDeg",14,"Madison and Dane County",1,1
63,2,10,2,3,1,10,2,10000,0,"No",18,"Green Bay",1,1
37,2,25,2,1,2,20,2,28000,0,"No",16,"Northeast Wisconsin ",1,1
62,6,19,2,1,1,40,2,35000,0,"NoDeg",12,"East Central Wisconsin",1,1
66,2,15,2,3,2,20,2,5200,0,"No",16,"Central Wisconsin ",1,1
62,1,1,2,1,1,24,1,12500,0,"NoDeg",12,"Southeast Wisconsin ",1,1
39,6,10,2,1,1,50,2,40000,0,"NoDeg",12,"Southeast Wisconsin ",1,1
47,1,35,1,4,1,60,2,180000,0,"No",18,"Central Wisconsin ",2,6
29,1,146,2,1,2,35,2,40000,0,"No",16,"Southeast Wisconsin ",1,1
51,1,10,2,1,2,40,2,21600,0,"NoDeg",12,"Milwaukee City",1,2
51,1,15,2,3,1,40,2,50000,0,"NoDeg",12,"Madison and Dane County",1,1
52,1,1,2,3,1,70,2,40000,0,"NoDeg",12,"Northwest Wisconsin",1,1
58,1,40,2,5,1,30,1,12000,0,"NoDeg",12,"Northeast Wisconsin ",1,1
